"EntityId","Labels","Domain","SourceFile"
"sensor.kamera_8","Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\system\diagnostics.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-debug.yaml"
"sensor.kamera_9","Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\system\diagnostics.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-debug.yaml"
"sensor.kitchen_distance","LED; Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-detailed.yaml"
"sensor.kitchen_humidity","LED; Luftfuktighet; Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-detailed.yaml"
"sensor.kitchen_presence","LED; Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-detailed.yaml"
"sensor.kitchen_temperature","LED; Sensor; Temperatur","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-detailed.yaml"
"sensor.kokets_ljusniva","Area: K̦k; Ljusstyrka; Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\bathroom.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\debug.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\scripts\lights\bathroom.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\sensors\ljusstyrka_thresholds.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\system\diagnostics.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-debug.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.kyl_temp_lastupdated","Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\logging\logbook.yaml"
"sensor.kyl_temp_senast_uppdaterad","Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-debug.yaml"
"sensor.kyl_temperature","Sensor; Temperatur","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\customize.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\alerts\temperature.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\sensors\template_sensors\template_sensor_reading_missing.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\system\diagnostics.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\system\sensor_reading_missing.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.kyl_temperature.last_updated","Sensor; Temperatur","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\sensors\template_sensors\template_sensor_reading_missing.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\system\sensor_reading_missing.yaml"
"sensor.last_boot","Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.light_inside_desired_option","Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\debug.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\helpers\inside.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\inside.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\scripts\lights\inside.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.lights_debug_bathroom","Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\debug.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\system\diagnostics.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-automations-v2.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-debug.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.lights_debug_facade","Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\debug.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\system\diagnostics.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-automations-v2.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-debug.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.lights_debug_garden","Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\debug.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\system\diagnostics.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-automations-v2.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-debug.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.lights_debug_hall","Area: Hall; Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\debug.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\system\diagnostics.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-automations-v2.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-debug.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.lights_debug_inside","Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\debug.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\system\diagnostics.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-automations-v2.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-debug.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.lights_debug_kitchen","Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\debug.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\system\diagnostics.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-automations-v2.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-debug.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.lights_debug_spabad","Sensor; Spabad","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\debug.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\system\diagnostics.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-automations-v2.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-debug.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.lights_debug_uterum","Area: Ute; Area: Uterum; Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\debug.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\system\diagnostics.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-automations-v2.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-debug.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.lights_on","Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\python_scripts\light_counter.py"
"sensor.livingroom_humidity","LED; Luftfuktighet; Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-detailed.yaml"
"sensor.livingroom_temperature","LED; Sensor; Temperatur","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-detailed.yaml"
"sensor.ljusstyrka","Frigate; Ljusstyrka; Sensor; Spabad","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\customize.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\logging\logbook.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\frigate\frigate_animal_detected.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\frigate\frigate_person_detected.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\integrations\rest_command.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\debug.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\facade.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\garden.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\outdoor_room.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\lights\spabad.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\scripts\lights\facade.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\scripts\lights\garden.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\scripts\lights\outdoor_room.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\scripts\lights\spabad.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\sensors\ljusstyrka_thresholds.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\system\diagnostics.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-debug.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lights.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.ljusstyrka_current","LED; Ljusstyrka; Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-detailed.yaml"
"sensor.ljusstyrka_flacksta","Ljusstyrka; Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\logging\logbook.yaml"
"sensor.ljusstyrka_measured","Ljusstyrka; Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\sensors\template_sensors\template_ljusstyrka.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\system\diagnostics.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-debug.yaml"
"sensor.ljusstyrka_threshold","LED; Ljusstyrka; Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-detailed.yaml"
"sensor.ljusstyrka2","Ljusstyrka; Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\logging\logbook.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\logging\recorder.yaml"
"sensor.load_15m","Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\logging\logbook.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.load_1m","Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\logging\logbook.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.load_5m","Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\logging\logbook.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.louise","Area: Louise rum; Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.louise_dator","Area: Louise rum; Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\customize.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.louise_rum_humidity","Area: Louise rum; Luftfuktighet; Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\customize.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.louise_rum_ljusniva","Area: Louise rum; Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.louise_rum_temperature","Area: Louise rum; Sensor; Temperatur","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\customize.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\sensor\sensor.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.lumi_lumi_sensor_ht_agl02_batteri","Batteri; Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.lumi_lumi_sensor_ht_agl02_batteri_2","Batteri; Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.lumi_lumi_sensor_ht_agl02_luftfuktighet","Luftfuktighet; Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.lumi_lumi_sensor_ht_agl02_luftfuktighet_2","Luftfuktighet; Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\sensors\template_sensors\template_lumi_ht_agl02_livingroom.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.lumi_lumi_sensor_ht_agl02_temperatur","Sensor; Temperatur","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.lumi_lumi_sensor_ht_agl02_temperatur_2","Sensor; Temperatur","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\sensors\template_sensors\template_lumi_ht_agl02_livingroom.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.lumi_lumi_sensor_ht_agl02_tryck","Sensor; Tryck","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.lumi_lumi_sensor_ht_agl02_tryck_2","Sensor; Tryck","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\sensors\template_sensors\template_lumi_ht_agl02_livingroom.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.lumi_lumi_sensor_motion_aq2_batteri","Batteri; Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.lumi_lumi_sensor_motion_aq2_batteri_2","Batteri; Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.lumi_lumi_sensor_motion_aq2_battery_2","Batteri; Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.lumi_lumi_sensor_motion_aq2_illuminance_2","Ljusstyrka; Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.lumi_lumi_sensor_motion_aq2_ljusstyrka","Ljusstyrka; Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.lumi_lumi_sensor_motion_aq2_ljusstyrka_2","Ljusstyrka; Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.lumi_lumi_weather_batteri","Batteri; Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.lumi_lumi_weather_battery_3","Batteri; Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.lumi_lumi_weather_battery_4","Batteri; Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.lumi_lumi_weather_humidity_3","Luftfuktighet; Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.lumi_lumi_weather_humidity_4","Luftfuktighet; Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\sensors\template_sensors\template_lumi_weather_bathroom.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.lumi_lumi_weather_luftfuktighet","Luftfuktighet; Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.lumi_lumi_weather_pressure_3","Sensor; Tryck","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.lumi_lumi_weather_pressure_4","Sensor; Tryck","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\sensors\template_sensors\template_lumi_weather_bathroom.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.lumi_lumi_weather_temperatur","Sensor; Temperatur","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.lumi_lumi_weather_temperature_3","Sensor; Temperatur","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.lumi_lumi_weather_temperature_4","Sensor; Temperatur","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\sensors\template_sensors\template_lumi_weather_bathroom.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.lumi_lumi_weather_tryck","Sensor; Tryck","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.margareta","Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.memory_free","Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.memory_use_percent","Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.micke","Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.mickes_dator","Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.mickes_jobb_dator","Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.mickes_laptop","Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\customize.yaml"
"sensor.mickes_work_laptop","Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\customize.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\presence\working_at_home.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-debug.yaml"
"sensor.mobil_andreas","Area: Andreas rum; Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\customize.yaml"
"sensor.mobil_annelie","Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\customize.yaml"
"sensor.mobil_annelie_5g","Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\customize.yaml"
"sensor.mobil_annelie_jobb","Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\customize.yaml"
"sensor.mobil_erik","Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\customize.yaml"
"sensor.mobil_herbert","Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\customize.yaml"
"sensor.mobil_louise","Area: Louise rum; Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\customize.yaml"
"sensor.mobil_margareta","Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\customize.yaml"
"sensor.mobil_micke","Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\customize.yaml"
"sensor.motion_sensor_battery","Batteri; Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.motion_sensor_battery_2","Batteri; Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.mqtt_stats","LED; MQTT; Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-detailed.yaml"
"sensor.nas_dns_320","Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\system\diagnostics.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-debug.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.pa_vinden","Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\customize.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.presence_sensor_fp2_9a29_light_sensor_light_level","Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\sensors\template_sensors\template_aqara_fp2_kitchen.yaml"
"sensor.processor_use","Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.raspberry_pi_3b_1","Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\customize.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.raspberry_pi_3b_2","Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\customize.yaml"
"sensor.raspberry_pi_3b_lux","Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\system\diagnostics.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-debug.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.raspberry_pi_3b_plus","Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\customize.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.raspberry_pi_4b","Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\customize.yaml"
"sensor.raspberry_pi_b_1_wire","Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\system\diagnostics.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-debug.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.raspberry_pi_b_plus","Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\customize.yaml"
"sensor.reolink_total_animal_detections","Reolink; Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-camera.yaml"
"sensor.reolink_total_person_detections","Reolink; Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-camera.yaml"
"sensor.samsung_tv","Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\customize.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\logging\logbook.yaml"
"sensor.sensor_3_battery","Batteri; Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.sensor_4_battery","Batteri; Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.since_last_boot","Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\logging\logbook.yaml"
"sensor.since_last_boot_templated","Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\logging\logbook.yaml"
"sensor.sovrum","Area: Sovrum; Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\customize.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\extra\tests\test_generate_ui_dashboards.py | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\sensor\sensor.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.speedtest","Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\system\system_info.yaml"
"sensor.swap_use_percent","Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.synligt_ljus","Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\logging\logbook.yaml"
"sensor.system_load","LED; Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-detailed.yaml"
"sensor.system_uptime","LED; Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-packages-detailed.yaml"
"sensor.systemmonitor","Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\system\system_info.yaml"
"sensor.tilluft","Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\customize.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-ventilation.yaml"
"sensor.timmerflotte_temp_hmd_sensor_luftfuktighet","Area: F̦rr̴d; Luftfuktighet; Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\sensors\template_sensors\template_timmerflotte_temp_hmd_forrad.yaml"
"sensor.timmerflotte_temp_hmd_sensor_luftfuktighet_2","Area: Hall; Luftfuktighet; Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\sensors\template_sensors\template_timmerflotte_temp_hmd_2_hall.yaml"
"sensor.timmerflotte_temp_hmd_sensor_luftfuktighet_3","Luftfuktighet; Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.timmerflotte_temp_hmd_sensor_luftfuktighet_4","Area: Friggebod; Area: Hall; Luftfuktighet; Sensor","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\sensors\template_sensors\template_lumi_ht_agl02_hall_is_not_working.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\sensors\template_sensors\template_timmerflotte_temp_hmd_4_friggebod.yaml"
"sensor.timmerflotte_temp_hmd_sensor_temperatur","Area: F̦rr̴d; Sensor; Temperatur","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\sensors\template_sensors\template_timmerflotte_temp_hmd_forrad.yaml"
"sensor.timmerflotte_temp_hmd_sensor_temperatur.last_changed","Area: F̦rr̴d; Sensor; Temperatur","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\sensors\template_sensors\template_timmerflotte_temp_hmd_forrad.yaml"
"sensor.timmerflotte_temp_hmd_sensor_temperatur_2","Area: Hall; Sensor; Temperatur","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\sensors\template_sensors\template_timmerflotte_temp_hmd_2_hall.yaml"
"sensor.timmerflotte_temp_hmd_sensor_temperatur_3","Sensor; Temperatur","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\ui-lovelace.yaml"
"sensor.timmerflotte_temp_hmd_sensor_temperatur_4","Area: Friggebod; Area: Hall; Sensor; Temperatur","sensor","C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\sensors\template_sensors\template_lumi_ht_agl02_hall_is_not_working.yaml | C:\Users\micke\Documents\GitHub\Home-AssistantConfig\packages\sensors\template_sensors\template_timmerflotte_temp_hmd_4_friggebod.yaml"
